Date,Y
2016/10/4,14.094
2016/10/5,13.897333
2016/10/6,13.4
2016/10/7,13.107333
2016/10/10,13.396667
2016/10/11,13.34
2016/10/12,13.434
2016/10/13,13.349333
2016/10/14,13.100667
2016/10/17,12.930667
2016/10/18,13.273333
2016/10/19,13.570667
2016/10/20,13.273333
2016/10/21,13.339333
2016/10/24,13.517333
2016/10/25,13.489333
2016/10/26,13.482667
2016/10/27,13.600667
2016/10/28,13.331333
2016/10/31,13.182
2016/11/1,12.719333
2016/11/2,12.534667
2016/11/3,12.494667
2016/11/4,12.704
2016/11/7,12.880667
2016/11/8,12.996
2016/11/9,12.670667
2016/11/10,12.356667
2016/11/11,12.570667
2016/11/14,12.096667
2016/11/15,12.251333
2016/11/16,12.262
2016/11/17,12.577333
2016/11/18,12.334667
2016/11/21,12.301333
2016/11/22,12.744667
2016/11/23,12.876
2016/11/25,13.11
2016/11/28,13.074667
2016/11/29,12.638
2016/11/30,12.626667
2016/12/1,12.125333
2016/12/2,12.098
2016/12/5,12.453333
2016/12/6,12.39
2016/12/7,12.876667
2016/12/8,12.819333
2016/12/9,12.812
2016/12/12,12.828667
2016/12/13,13.21
2016/12/14,13.246
2016/12/15,13.172
2016/12/16,13.499333
2016/12/19,13.515333
2016/12/20,13.919333
2016/12/21,13.846667
2016/12/22,13.896667
2016/12/23,14.222667
2016/12/27,14.635333
2016/12/28,14.649333

